CustomerID,TotalSpending,CustomerValueClass,prediction,probability
13747,79.6,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8390748420207657"",""0.16092515797923432""]}"
13755,2108.0600000000018,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15131041769301815"",""0.8486895823069819""]}"
13760,286.79,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7977664779967243"",""0.20223352200327568""]}"
13762,306.72,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8087480792379546"",""0.19125192076204542""]}"
13764,1519.4200000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.19684874187038498"",""0.8031512581296151""]}"
13767,17220.360000000004,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11695220431596974"",""0.8830477956840304""]}"
13771,2634.4500000000016,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
13777,25977.15999999999,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12361323455809885"",""0.8763867654419012""]}"
13778,178.7,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8641193156340242"",""0.13588068436597583""]}"
13806,256.38,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8559164044088216"",""0.14408359559117834""]}"
13815,4027.359999999999,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.06656145785536723"",""0.9334385421446327""]}"
13816,571.67,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8431395150346127"",""0.15686048496538724""]}"
13828,209.48999999999998,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8509552126364556"",""0.14904478736354443""]}"
13835,834.5699999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.20330460216498622"",""0.7966953978350139""]}"
13850,1595.4800000000005,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.26484478907146625"",""0.7351552109285339""]}"
13856,388.5,0,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.2777938610414927"",""0.7222061389585074""]}"
13865,501.56,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7011727289298048"",""0.29882727107019524""]}"
13870,2770.9400000000005,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10927491926629894"",""0.890725080733701""]}"
13877,117.24000000000001,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8390748420207657"",""0.16092515797923432""]}"
13882,1191.1299999999999,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11550165961483852"",""0.8844983403851615""]}"
13885,506.8,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8493047760306478"",""0.15069522396935217""]}"
13898,155.93,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
13914,626.45,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5388630393876194"",""0.4611369606123807""]}"
13917,272.04,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8572526315005352"",""0.14274736849946484""]}"
13925,678.2499999999999,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5858194100513695"",""0.4141805899486305""]}"
13934,922.0999999999998,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5189403161125663"",""0.48105968388743364""]}"
13947,90.6,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8641193156340242"",""0.13588068436597583""]}"
13951,674.4499999999999,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.18388593016778026"",""0.8161140698322198""]}"
13969,9024.170000000004,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12881726255237377"",""0.8711827374476263""]}"
13976,357.9800000000001,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8390748420207657"",""0.16092515797923432""]}"
13988,4147.96,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
13989,1266.0799999999997,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.25115380763974443"",""0.7488461923602555""]}"
13992,76.8,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
13993,3466.3599999999997,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11695220431596974"",""0.8830477956840304""]}"
13999,3901.8100000000027,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
14002,529.73,0,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.38323803529644773"",""0.6167619647035523""]}"
14006,962.19,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.24970128005678402"",""0.750298719943216""]}"
14009,695.6099999999998,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5419799558743562"",""0.4580200441256438""]}"
14021,631.9,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6679408754864697"",""0.3320591245135303""]}"
14023,584.0699999999999,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7146486684841673"",""0.2853513315158327""]}"
14049,5578.719999999995,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12881726255237377"",""0.8711827374476263""]}"
14057,6211.6600000000035,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
14079,375.09999999999997,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8047559294877238"",""0.19524407051227624""]}"
14083,1002.8999999999995,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15131041769301815"",""0.8486895823069819""]}"
14101,5976.79,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.1864926404633475"",""0.8135073595366525""]}"
14130,480.9099999999998,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8140452278673883"",""0.18595477213261175""]}"
14139,415.8199999999999,0,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.48879086721707365"",""0.5112091327829262""]}"
14142,311.81,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8509552126364556"",""0.14904478736354443""]}"
14143,115.8,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8657266676917336"",""0.13427333230826646""]}"
14157,424.8900000000001,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7796790656775531"",""0.2203209343224469""]}"
14163,2445.9100000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12361323455809885"",""0.8763867654419012""]}"
14175,3222.3000000000006,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11698479198744591"",""0.8830152080125541""]}"
14179,701.5699999999998,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7075399055576251"",""0.2924600944423748""]}"
14184,452.89,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8597093229251712"",""0.1402906770748288""]}"
14188,2054.3599999999997,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.1277952637117713"",""0.8722047362882287""]}"
14196,335.52,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8390748420207657"",""0.16092515797923432""]}"
14205,466.70000000000005,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8493047760306478"",""0.15069522396935217""]}"
14215,1789.7200000000007,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11452141611340379"",""0.8854785838865962""]}"
14223,991.13,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.13604416812241746"",""0.8639558318775825""]}"
14226,2214.7900000000004,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11695220431596974"",""0.8830477956840304""]}"
14229,1547.1999999999996,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.2292954485326448"",""0.7707045514673553""]}"
14231,925.7099999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.17801756759616508"",""0.8219824324038348""]}"
14241,213.70000000000002,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8616750567636466"",""0.13832494323635336""]}"
14246,1474.0600000000004,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12811526454431"",""0.8718847354556899""]}"
14248,302.58,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8390748420207657"",""0.16092515797923432""]}"
14261,1163.45,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.32520022647201197"",""0.674799773527988""]}"
14262,2618.2300000000014,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11550165961483852"",""0.8844983403851615""]}"
14264,333.96999999999997,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8537147687395008"",""0.1462852312604992""]}"
14276,1119.7399999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.13350862256379858"",""0.8664913774362014""]}"
14280,134.04,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8657266676917336"",""0.13427333230826646""]}"
14284,595.2500000000001,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8493047760306478"",""0.15069522396935217""]}"
14290,2314.6499999999996,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
14292,4871.929999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11695220431596974"",""0.8830477956840304""]}"
14295,166.2,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8467578918779555"",""0.15324210812204456""]}"
14304,383.45000000000005,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8616750567636466"",""0.13832494323635336""]}"
14320,477.78999999999996,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8361406730330792"",""0.1638593269669208""]}"
14329,4975.240000000004,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
14333,415.20000000000005,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8467578918779555"",""0.15324210812204456""]}"
14339,309.52,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8616750567636466"",""0.13832494323635336""]}"
14350,282.92999999999995,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
14351,51,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8390748420207657"",""0.16092515797923432""]}"
14375,235.5599999999999,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8154080324411237"",""0.18459196755887633""]}"
14395,3479.91,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12881726255237377"",""0.8711827374476263""]}"
14404,1449.3200000000002,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15134445226913879"",""0.8486555477308612""]}"
14407,2157.729999999999,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11695220431596974"",""0.8830477956840304""]}"
14412,770.0300000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.2442994397665672"",""0.7557005602334328""]}"
14414,1496.9800000000002,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.13560844649087947"",""0.8643915535091204""]}"
14427,363.3400000000001,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.846256614547215"",""0.15374338545278501""]}"
14428,1224.0600000000004,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.20067852246335732"",""0.7993214775366426""]}"
14437,63,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
14442,1589.82,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.14663760829848607"",""0.8533623917015138""]}"
14449,885.8000000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.17227767047933307"",""0.8277223295206668""]}"
14450,483.25,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6608604528167086"",""0.3391395471832914""]}"
14467,596.2600000000001,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.540117211160107"",""0.459882788839893""]}"
14485,162.8,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8204217124328418"",""0.17957828756715824""]}"
14499,808.4400000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.21979738192387302"",""0.7802026180761269""]}"
14500,356.85,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6971747704961332"",""0.30282522950386676""]}"
14503,3543.2600000000016,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
14512,275.28,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8572526315005352"",""0.14274736849946484""]}"
14515,2076.889999999999,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11550165961483852"",""0.8844983403851615""]}"
14535,2854.8400000000042,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.18557754337935606"",""0.8144224566206439""]}"
14536,170.95000000000002,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
14538,388.24999999999994,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8537147687395008"",""0.1462852312604992""]}"
14539,537.4800000000001,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5640950682481999"",""0.4359049317518""]}"
14541,1453.3500000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15346574639386068"",""0.8465342536061393""]}"
14546,2573.9300000000026,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15131041769301815"",""0.8486895823069819""]}"
14555,312.54,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8553221207972102"",""0.14467787920278988""]}"
14576,35.400000000000006,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8390748420207657"",""0.16092515797923432""]}"
14578,168.63,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8632471856862055"",""0.1367528143137945""]}"
14581,138.6,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
14586,237.35999999999999,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.559113871412589"",""0.44088612858741094""]}"
14587,1580.2900000000002,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.16856338476504734"",""0.8314366152349527""]}"
14593,617.1499999999994,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.556232365572397"",""0.4437676344276029""]}"
14603,660,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5655531619140366"",""0.4344468380859634""]}"
14616,406.08000000000004,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6971747704961332"",""0.30282522950386676""]}"
14625,899.6300000000001,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5814052680048648"",""0.4185947319951353""]}"
14628,671.9600000000002,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7543833470486981"",""0.24561665295130186""]}"
14631,1006.9799999999999,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.13704445008354474"",""0.8629555499164553""]}"
14636,609.85,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8418466218383621"",""0.158153378161638""]}"
14643,693.8099999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.4015863542159467"",""0.5984136457840532""]}"
14647,236.03999999999996,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8632471856862055"",""0.1367528143137945""]}"
14661,107.95,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8559164044088216"",""0.14408359559117834""]}"
14664,636.2399999999999,0,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.42421733372475345"",""0.5757826662752464""]}"
14665,1835.7,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11550165961483852"",""0.8844983403851615""]}"
14690,355.04999999999995,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7977664779967243"",""0.20223352200327568""]}"
14692,591.5500000000002,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5426495622406815"",""0.45735043775931855""]}"
14696,2078.9500000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11575394955705239"",""0.8842460504429476""]}"
14702,3251.7899999999986,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12881726255237377"",""0.8711827374476263""]}"
14704,1493.9600000000007,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.17227767047933307"",""0.8277223295206668""]}"
14709,4921.040000000006,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11564852078722225"",""0.8843514792127777""]}"
14713,2662.2,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.1400392192019892"",""0.8599607807980107""]}"
14714,160.19,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8720323055550578"",""0.12796769444494227""]}"
14715,867.3800000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15346574639386068"",""0.8465342536061393""]}"
14720,663.8100000000002,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5728962674531224"",""0.4271037325468775""]}"
14723,1122.3599999999994,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.16856338476504734"",""0.8314366152349527""]}"
14727,268.58,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8559164044088216"",""0.14408359559117834""]}"
14730,1897.5700000000052,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.16856338476504734"",""0.8314366152349527""]}"
14733,9585.909999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11057860279504642"",""0.8894213972049536""]}"
14739,3902.28,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11736645574986676"",""0.8826335442501333""]}"
14745,1220.26,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.1257150118896973"",""0.8742849881103028""]}"
14753,563.15,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8597093229251712"",""0.1402906770748288""]}"
14760,89.2,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8641193156340242"",""0.13588068436597583""]}"
14770,876.4199999999997,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.2410830054037964"",""0.7589169945962037""]}"
14778,730.8599999999999,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6069517796651062"",""0.3930482203348938""]}"
14789,197.64,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8467578918779555"",""0.15324210812204456""]}"
14804,353.27,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8467578918779555"",""0.15324210812204456""]}"
14805,546.4,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7027409573348464"",""0.2972590426651536""]}"
14810,2085.33,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.1400392192019892"",""0.8599607807980107""]}"
14816,271.85,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8390748420207657"",""0.16092515797923432""]}"
14836,102.44999999999999,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7604647959791521"",""0.23953520402084794""]}"
14855,645.65,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.7836172420583617"",""0.21638275794163836""]}"
14863,266.76,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8589654812299433"",""0.14103451877005665""]}"
14868,2953.590000000002,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
14871,501.2799999999997,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.540117211160107"",""0.459882788839893""]}"
14880,690.5900000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.4775355518116134"",""0.5224644481883866""]}"
14889,135.90000000000003,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
14897,1366.38,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.13077757347664928"",""0.8692224265233507""]}"
14898,1269.3099999999997,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.13560844649087947"",""0.8643915535091204""]}"
14904,1025.44,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.31692955526172156"",""0.6830704447382785""]}"
14908,277.79999999999995,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8467578918779555"",""0.15324210812204456""]}"
14911,143711.16999999929,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.06075215606964348"",""0.9392478439303565""]}"
14913,1227.430000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15134445226913879"",""0.8486555477308612""]}"
14952,8099.489999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11057860279504642"",""0.8894213972049536""]}"
14954,294.8499999999999,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8154080324411237"",""0.18459196755887633""]}"
14964,206.20999999999998,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8720323055550578"",""0.12796769444494227""]}"
14973,1314.4499999999998,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.4943349532874005"",""0.5056650467125994""]}"
14976,790.8599999999997,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5756957218207923"",""0.4243042781792076""]}"
14987,326.4,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8139440048411727"",""0.18605599515882734""]}"
15004,1220.7700000000007,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.3855072847692346"",""0.6144927152307653""]}"
15022,852.3899999999996,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.1538492942353224"",""0.8461507057646775""]}"
15030,518.2800000000001,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.676551899705012"",""0.32344810029498794""]}"
15031,653.1899999999999,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.23447691067115134"",""0.7655230893288486""]}"
15036,429.56,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5599466512866826"",""0.44005334871331725""]}"
15039,19766.589999999964,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12881726255237377"",""0.8711827374476263""]}"
15045,735.6600000000001,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8139440048411727"",""0.18605599515882734""]}"
15051,1383.3599999999994,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.16315335001026254"",""0.8368466499897376""]}"
15059,1337.7200000000007,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15343171181773999"",""0.84656828818226""]}"
15061,54534.14000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11695220431596974"",""0.8830477956840304""]}"
15067,1744.7600000000002,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12811526454431"",""0.8718847354556899""]}"
15074,735.6700000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.3293475222717327"",""0.6706524777282673""]}"
15103,703.36,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.585879012239682"",""0.414120987760318""]}"
15105,2298.930000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
15107,319.49999999999994,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6561853391109679"",""0.3438146608890321""]}"
15111,1567.48,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12811526454431"",""0.8718847354556899""]}"
15113,3509.4300000000003,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12956580924544123"",""0.8704341907545589""]}"
15114,2760.5599999999977,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12881726255237377"",""0.8711827374476263""]}"
15116,1352.7500000000002,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.1257345286828207"",""0.8742654713171794""]}"
15124,184.19,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8572526315005352"",""0.14274736849946484""]}"
15140,2354.25,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11695220431596974"",""0.8830477956840304""]}"
15143,259.45,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8641193156340242"",""0.13588068436597583""]}"
15145,1194.7300000000005,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11550165961483852"",""0.8844983403851615""]}"
15153,329.24999999999994,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
15157,1936.0700000000006,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.15278200305354972"",""0.8472179969464503""]}"
15163,304.46999999999997,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8528426387916822"",""0.14715736120831782""]}"
15174,135.75,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
15182,622.85,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8418466218383621"",""0.158153378161638""]}"
15185,310.62000000000006,0,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.4957465724535631"",""0.5042534275464369""]}"
15206,420.29999999999995,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.6030474377463028"",""0.39695256225369724""]}"
15215,734.94,1,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5678823721312142"",""0.4321176278687859""]}"
15235,2247.510000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12881726255237377"",""0.8711827374476263""]}"
15237,1412.3200000000006,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.12923484496995621"",""0.8707651550300438""]}"
15244,631.57,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.5388630393876194"",""0.4611369606123807""]}"
15265,1506.1200000000001,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.2350027011538495"",""0.7649972988461504""]}"
15280,113.12000000000002,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8676571783950585"",""0.1323428216049415""]}"
15281,2332.1499999999996,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.11452141611340379"",""0.8854785838865962""]}"
15286,240.55,0,0,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.8390748420207657"",""0.16092515797923432""]}"
15289,939.7800000000002,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.1564827549021861"",""0.8435172450978139""]}"
15296,3672.86,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10912805809391522"",""0.8908719419060849""]}"
15298,4799.9000000000015,1,1,"{""type"":""1"",""size"":null,""indices"":null,""values"":[""0.10927491926629894"",""0.890725080733701""]}"
